TIPUSCASDATA;COMARCACODI;COMARCADESCRIPCIO;MUNICIPICODI;MUNICIPIDESCRIPCIO;SEXECODI;SEXEDESCRIPCIO;TIPUSCASDESCRIPCIO;NUMCASOS
12/04/2020;06;ANOIA;08170;ELS PRATS DE REI;0;Home;Positiu PCR;1
20/03/2020;24;OSONA;08220;SANT JULIÀ DE VILATORTA;1;Dona;Positiu PCR;1
14/09/2020;04;ALT URGELL;25203;LA SEU D'URGELL;1;Dona;Positiu PCR;1
16/10/2020;10;BAIX EMPORDA;17048;CASTELL-PLATJA D'ARO;0;Home;Positiu PCR;1
16/05/2020;21;MARESME;08040;CANET DE MAR;0;Home;Positiu PCR;1
03/04/2020;10;BAIX EMPORDA;17118;PALAMÓS;1;Dona;Positiu PCR;1
20/09/2020;38;URGELL;25050;BELLPUIG;0;Home;Positiu PCR;1
06/10/2020;02;ALT EMPORDA;17047;CASTELLÓ D'EMPÚRIES;0;Home;Positiu PCR;1
09/11/2020;10;BAIX EMPORDA;17181;SANTA CRISTINA D'ARO;0;Home;Positiu PCR;1
29/10/2020;10;BAIX EMPORDA;17004;ALBONS;0;Home;Positiu PCR;1
29/08/2020;21;MARESME;08030;CABRILS;0;Home;Positiu PCR;1
09/09/2020;10;BAIX EMPORDA;17117;PALAFRUGELL;0;Home;Positiu PCR;1
09/10/2020;18;GARRIGUES;25029;ARBECA;0;Home;Positiu PCR;1
02/04/2020;03;ALT PENEDES;08240;SANT SADURNÍ D'ANOIA;1;Dona;Positiu PCR;1
15/04/2020;21;MARESME;08282;TIANA;0;Home;Positiu PCR;1
28/10/2020;02;ALT EMPORDA;17062;L'ESCALA;0;Home;Positiu PCR;2
26/10/2020;42;MOIANÈS;08138;MOIÀ;0;Home;Positiu PCR;1
20/08/2020;42;MOIANÈS;08055;CASTELLCIR;0;Home;Positiu PCR;1
03/06/2020;02;ALT EMPORDA;17129;PEDRET I MARZÀ;1;Dona;Positiu PCR;1
05/10/2020;10;BAIX EMPORDA;17199;TORROELLA DE MONTGRÍ;1;Dona;Positiu PCR;1
20/08/2020;24;OSONA;08237;SANT QUIRZE DE BESORA;0;Home;Positiu PCR;1
30/07/2020;06;ANOIA;08250;SANTA MARGARIDA DE MONTBUI;1;Dona;Positiu PCR;1
15/07/2020;33;SEGRIA;25012;ALCOLETGE;0;Home;Positiu PCR;1
01/09/2020;06;ANOIA;08028;CABRERA D'ANOIA;1;Dona;Positiu PCR;1
04/04/2020;11;BAIX LLOBREGAT;08001;ABRERA;0;Home;Positiu PCR;3
02/08/2020;11;BAIX LLOBREGAT;08221;SANT JUST DESVERN;1;Dona;Positiu PCR;1
03/04/2020;11;BAIX LLOBREGAT;08077;ESPLUGUES DE LLOBREGAT;1;Dona;Positiu PCR;2
02/04/2020;01;ALT CAMP;43161;VALLS;0;Home;Positiu PCR;1
22/07/2020;32;SEGARRA;25072;CERVERA;1;Dona;Positiu PCR;1
29/10/2020;02;ALT EMPORDA;17135;PONT DE MOLINS;0;Home;Positiu PCR;1
09/04/2020;41;VALLES ORIENTAL;08159;PARETS DEL VALLÈS;0;Home;Positiu PCR;1
23/07/2020;40;VALLES OCCIDENTAL;08184;RUBÍ;1;Dona;Positiu PCR;1
11/09/2020;40;VALLES OCCIDENTAL;08260;SANTA PERPÈTUA DE MOGODA;1;Dona;Positiu PCR;1
23/03/2020;02;ALT EMPORDA;17042;CAPMANY;0;Home;Positiu PCR;1
26/05/2020;21;MARESME;08030;CABRILS;0;Home;Positiu PCR;1
25/03/2020;10;BAIX EMPORDA;17048;CASTELL-PLATJA D'ARO;0;Home;Positiu PCR;1
27/04/2020;41;VALLES ORIENTAL;08135;MONTMELÓ;1;Dona;Positiu PCR;1
01/11/2020;17;GARRAF;08307;VILANOVA I LA GELTRÚ;1;Dona;Positiu PCR;1
15/07/2020;40;VALLES OCCIDENTAL;08167;POLINYÀ;1;Dona;Positiu PCR;1
29/08/2020;11;BAIX LLOBREGAT;08123;MOLINS DE REI;0;Home;Positiu PCR;1
20/07/2020;32;SEGARRA;25072;CERVERA;0;Home;Positiu PCR;1
08/11/2020;40;VALLES OCCIDENTAL;08904;BADIA DEL VALLÈS;1;Dona;Positiu PCR;1
06/11/2020;37;TERRA ALTA;43175;VILALBA DELS ARCS;1;Dona;Positiu PCR;1
19/10/2020;33;SEGRIA;25013;ALFARRÀS;0;Home;Positiu PCR;2
07/11/2020;30;RIBERA D'EBRE;43150;TIVISSA;0;Home;Positiu PCR;1
20/10/2020;02;ALT EMPORDA;17062;L'ESCALA;1;Dona;Positiu PCR;1
12/10/2020;18;GARRIGUES;25073;CERVIÀ DE LES GARRIGUES;1;Dona;Positiu PCR;1
29/10/2020;32;SEGARRA;25103;GRANYANELLA;0;Home;Positiu PCR;1
02/10/2020;11;BAIX LLOBREGAT;08020;BEGUES;0;Home;Positiu PCR;1
16/10/2020;20;GIRONES;17025;BORDILS;0;Home;Positiu PCR;1
21/09/2020;10;BAIX EMPORDA;17118;PALAMÓS;0;Home;Positiu PCR;1
20/10/2020;10;BAIX EMPORDA;17110;MONT-RAS;1;Dona;Positiu PCR;1
28/04/2020;21;MARESME;08197;SANT ANDREU DE LLAVANERES;1;Dona;Positiu PCR;1
15/10/2020;32;SEGARRA;25141;MONTOLIU DE SEGARRA;0;Home;Positiu PCR;1
30/09/2020;10;BAIX EMPORDA;17160;SANT FELIU DE GUÍXOLS;1;Dona;Positiu PCR;1
27/05/2020;09;BAIX EBRE;43155;TORTOSA;1;Dona;Positiu PCR;1
05/09/2020;01;ALT CAMP;43005;ALCOVER;0;Home;Positiu PCR;1
29/07/2020;11;BAIX LLOBREGAT;08169;EL PRAT DE LLOBREGAT;1;Dona;Positiu PCR;2
23/03/2020;40;VALLES OCCIDENTAL;08054;CASTELLBISBAL;1;Dona;Positiu PCR;1
12/10/2020;36;TARRAGONES;43047;CONSTANTÍ;1;Dona;Positiu PCR;2
17/10/2020;32;SEGARRA;25911;ELS PLANS DE SIÓ;1;Dona;Positiu PCR;1
30/04/2020;17;GARRAF;08270;SITGES;0;Home;Positiu PCR;1
20/06/2020;03;ALT PENEDES;08305;VILAFRANCA DEL PENEDÈS;1;Dona;Positiu PCR;1
02/11/2020;20;GIRONES;17142;QUART;0;Home;Positiu PCR;1
30/07/2020;06;ANOIA;08226;SANT MARTÍ DE TOUS;1;Dona;Positiu PCR;1
20/03/2020;36;TARRAGONES;43131;RODA DE BERÀ;0;Home;Positiu PCR;1
27/10/2020;23;NOGUERA;25062;CAMARASA;0;Home;Positiu PCR;1
01/04/2020;41;VALLES ORIENTAL;08046;CARDEDEU;1;Dona;Positiu PCR;1
11/09/2020;10;BAIX EMPORDA;17022;LA BISBAL D'EMPORDÀ;0;Home;Positiu PCR;1
01/11/2020;41;VALLES ORIENTAL;08086;LES FRANQUESES DEL VALLÈS;1;Dona;Positiu PCR;1
02/11/2020;19;GARROTXA;17109;MONTAGUT I OIX;0;Home;Positiu PCR;1
01/09/2020;40;VALLES OCCIDENTAL;08054;CASTELLBISBAL;0;Home;Positiu PCR;1
11/09/2020;13;BARCELONES;08194;SANT ADRIÀ DE BESÒS;1;Dona;Positiu PCR;1
09/04/2020;24;OSONA;08283;TONA;0;Home;Positiu PCR;1
23/08/2020;06;ANOIA;08143;ÒDENA;1;Dona;Positiu PCR;1
15/06/2020;41;VALLES ORIENTAL;08046;CARDEDEU;0;Home;Positiu PCR;1
04/04/2020;07;BAGES;08218;SANT JOAN DE VILATORRADA;1;Dona;Positiu PCR;2
14/09/2020;11;BAIX LLOBREGAT;08123;MOLINS DE REI;0;Home;Positiu PCR;1
07/11/2020;32;SEGARRA;25110;GUISSONA;0;Home;Positiu PCR;1
19/10/2020;41;VALLES ORIENTAL;08296;VALLROMANES;1;Dona;Positiu PCR;2
21/07/2020;33;SEGRIA;25021;ALMENAR;1;Dona;Positiu PCR;1
10/11/2020;41;VALLES ORIENTAL;08248;SANTA EULÀLIA DE RONÇANA;0;Home;Positiu PCR;1
16/10/2020;06;ANOIA;08119;MASQUEFA;0;Home;Positiu PCR;1
04/09/2020;21;MARESME;08284;TORDERA;0;Home;Positiu PCR;1
08/09/2020;26;PALLARS SOBIRA;25086;ESTERRI D'ÀNEU;1;Dona;Positiu PCR;1
10/11/2020;07;BAGES;08192;SANTPEDOR;1;Dona;Positiu PCR;1
18/04/2020;06;ANOIA;08161;PIERA;1;Dona;Positiu PCR;1
31/03/2020;34;SELVA;17180;SANTA COLOMA DE FARNERS;0;Home;Positiu PCR;1
17/03/2020;06;ANOIA;08102;IGUALADA;0;Home;Positiu PCR;2
09/07/2020;02;ALT EMPORDA;17093;LLERS;0;Home;Positiu PCR;1
16/03/2020;21;MARESME;08172;PREMIÀ DE MAR;0;Home;Positiu PCR;2
06/09/2020;40;VALLES OCCIDENTAL;08125;MONTCADA I REIXAC;1;Dona;Positiu PCR;2
18/09/2020;36;TARRAGONES;43012;ALTAFULLA;1;Dona;Positiu PCR;1
06/11/2020;01;ALT CAMP;43113;EL PONT D'ARMENTERA;1;Dona;Positiu PCR;1
09/10/2020;40;VALLES OCCIDENTAL;08291;VACARISSES;0;Home;Positiu PCR;1
04/06/2020;38;URGELL;25244;VILAGRASSA;0;Home;Positiu PCR;1
23/03/2020;24;OSONA;08283;TONA;0;Home;Positiu PCR;1
01/08/2020;23;NOGUERA;25008;ALBESA;1;Dona;Positiu PCR;1
25/07/2020;40;VALLES OCCIDENTAL;08260;SANTA PERPÈTUA DE MOGODA;1;Dona;Positiu PCR;1
30/08/2020;03;ALT PENEDES;08251;SANTA MARGARIDA I ELS MONJOS;0;Home;Positiu PCR;1
02/08/2020;11;BAIX LLOBREGAT;08114;MARTORELL;1;Dona;Positiu PCR;1
24/03/2020;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;0;Home;Positiu PCR;1
23/10/2020;14;BERGUEDA;08049;CASSERRES;1;Dona;Positiu PCR;1
12/09/2020;20;GIRONES;17025;BORDILS;1;Dona;Positiu PCR;1
11/08/2020;11;BAIX LLOBREGAT;08114;MARTORELL;0;Home;Positiu PCR;1
26/08/2020;23;NOGUERA;25138;MONTGAI;1;Dona;Positiu PCR;1
07/08/2020;34;SELVA;17233;VILOBÍ D'ONYAR;1;Dona;Positiu PCR;1
29/07/2020;21;MARESME;08110;MALGRAT DE MAR;0;Home;Positiu PCR;1
03/09/2020;08;BAIX CAMP;43038;CAMBRILS;0;Home;Positiu PCR;1
14/11/2020;11;BAIX LLOBREGAT;08072;CORBERA DE LLOBREGAT;1;Dona;Positiu PCR;1
09/10/2020;24;OSONA;08067;CENTELLES;0;Home;Positiu PCR;2
02/09/2020;21;MARESME;08007;ARENYS DE MUNT;0;Home;Positiu PCR;1
22/07/2020;40;VALLES OCCIDENTAL;08054;CASTELLBISBAL;0;Home;Positiu PCR;1
24/10/2020;26;PALLARS SOBIRA;25086;ESTERRI D'ÀNEU;1;Dona;Positiu PCR;1
21/08/2020;28;PLA DE L'ESTANY;17071;FONTCOBERTA;0;Home;Positiu PCR;1
26/03/2020;33;SEGRIA;25013;ALFARRÀS;0;Home;Positiu PCR;1
16/11/2020;11;BAIX LLOBREGAT;08069;COLLBATÓ;1;Dona;Positiu PCR;1
25/10/2020;33;SEGRIA;25189;ROSSELLÓ;0;Home;Positiu PCR;1
20/10/2020;11;BAIX LLOBREGAT;08208;SANT ESTEVE SESROVIRES;1;Dona;Positiu PCR;1
06/06/2020;40;VALLES OCCIDENTAL;08051;CASTELLAR DEL VALLÈS;0;Home;Positiu PCR;1
17/09/2020;06;ANOIA;08119;MASQUEFA;1;Dona;Positiu PCR;1
14/11/2020;40;VALLES OCCIDENTAL;08260;SANTA PERPÈTUA DE MOGODA;0;Home;Positiu PCR;1
25/06/2020;27;PLA D'URGELL;25137;MOLLERUSSA;0;Home;Positiu PCR;1
13/11/2020;10;BAIX EMPORDA;17085;JAFRE;1;Dona;Positiu PCR;1
12/07/2020;36;TARRAGONES;43148;TARRAGONA;1;Dona;Positiu PCR;1
15/09/2020;40;VALLES OCCIDENTAL;08267;SENTMENAT;1;Dona;Positiu PCR;1
16/11/2020;11;BAIX LLOBREGAT;08169;EL PRAT DE LLOBREGAT;0;Home;Positiu PCR;2
17/07/2020;40;VALLES OCCIDENTAL;08184;RUBÍ;1;Dona;Positiu PCR;1
06/08/2020;41;VALLES ORIENTAL;08106;LLINARS DEL VALLÈS;1;Dona;Positiu PCR;1
20/08/2020;10;BAIX EMPORDA;17022;LA BISBAL D'EMPORDÀ;0;Home;Positiu PCR;1
21/10/2020;20;GIRONES;17166;SANT JORDI DESVALLS;1;Dona;Positiu PCR;2
21/10/2020;33;SEGRIA;25019;ALMACELLES;0;Home;Positiu PCR;1
29/08/2020;17;GARRAF;08270;SITGES;1;Dona;Positiu PCR;1
15/04/2020;08;BAIX CAMP;43038;CAMBRILS;0;Home;Positiu PCR;1
28/10/2020;24;OSONA;08269;SEVA;0;Home;Positiu PCR;1
27/04/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;Positiu PCR;1
04/11/2020;01;ALT CAMP;43160;VALLMOLL;1;Dona;Positiu PCR;1
30/08/2020;23;NOGUERA;25040;BALAGUER;0;Home;Positiu PCR;1
19/08/2020;03;ALT PENEDES;08305;VILAFRANCA DEL PENEDÈS;1;Dona;Positiu PCR;1
27/08/2020;27;PLA D'URGELL;25137;MOLLERUSSA;1;Dona;Positiu PCR;1
09/10/2020;24;OSONA;08247;SANTA EULÀLIA DE RIUPRIMER;0;Home;Positiu PCR;1
12/08/2020;11;BAIX LLOBREGAT;08301;VILADECANS;1;Dona;Positiu PCR;3
29/05/2020;11;BAIX LLOBREGAT;08077;ESPLUGUES DE LLOBREGAT;1;Dona;Positiu PCR;2
20/07/2020;40;VALLES OCCIDENTAL;08252;BARBERÀ DEL VALLÈS;0;Home;Positiu PCR;1
16/04/2020;15;CERDANYA;17084;ISÒVOL;0;Home;Positiu PCR;1
18/10/2020;10;BAIX EMPORDA;17022;LA BISBAL D'EMPORDÀ;0;Home;Positiu PCR;1
16/08/2020;11;BAIX LLOBREGAT;08169;EL PRAT DE LLOBREGAT;0;Home;Positiu PCR;1
21/07/2020;23;NOGUERA;25008;ALBESA;1;Dona;Positiu PCR;1
09/07/2020;33;SEGRIA;25010;ALCANÓ;1;Dona;Positiu PCR;1
02/04/2020;24;OSONA;08285;TORELLÓ;1;Dona;Positiu PCR;1
24/05/2020;33;SEGRIA;25013;ALFARRÀS;0;Home;Positiu PCR;1
15/08/2020;23;NOGUERA;25156;OS DE BALAGUER;1;Dona;Positiu PCR;1
05/09/2020;25;PALLARS JUSSA;25215;TALARN;1;Dona;Positiu PCR;1
12/09/2020;11;BAIX LLOBREGAT;08123;MOLINS DE REI;1;Dona;Positiu PCR;1
16/11/2020;07;BAGES;08084;FONOLLOSA;1;Dona;Positiu PCR;1
18/03/2020;06;ANOIA;08162;ELS HOSTALETS DE PIEROLA;1;Dona;Positiu PCR;1
26/10/2020;33;SEGRIA;25013;ALFARRÀS;0;Home;Positiu PCR;1
14/09/2020;42;MOIANÈS;08138;MOIÀ;0;Home;Positiu PCR;1
19/03/2020;32;SEGARRA;25072;CERVERA;0;Home;Positiu PCR;1
28/07/2020;33;SEGRIA;25232;TORRES DE SEGRE;0;Home;Positiu PCR;1
13/11/2020;41;VALLES ORIENTAL;08209;SANT FOST DE CAMPSENTELLES;1;Dona;Positiu PCR;2
29/09/2020;28;PLA DE L'ESTANY;17218;VILADEMULS;1;Dona;Positiu PCR;1
17/03/2020;39;VALL D'ARAN;25243;VIELHA E MIJARAN;0;Home;Positiu PCR;1
09/07/2020;22;MONTSIA;43136;SANT CARLES DE LA RÀPITA;0;Home;Positiu PCR;1
18/10/2020;14;BERGUEDA;08011;AVIÀ;1;Dona;Positiu PCR;1
05/11/2020;02;ALT EMPORDA;17064;ESPOLLA;1;Dona;Positiu PCR;1
17/03/2020;28;PLA DE L'ESTANY;17071;FONTCOBERTA;1;Dona;Positiu PCR;1
25/09/2020;21;MARESME;08261;SANTA SUSANNA;1;Dona;Positiu PCR;1
02/09/2020;24;OSONA;08109;LLUÇÀ;1;Dona;Positiu PCR;1
08/04/2020;06;ANOIA;08102;IGUALADA;0;Home;Positiu PCR;1
13/04/2020;41;VALLES ORIENTAL;08106;LLINARS DEL VALLÈS;0;Home;Positiu PCR;1
09/07/2020;33;SEGRIA;25013;ALFARRÀS;1;Dona;Positiu PCR;1
19/09/2020;24;OSONA;08265;SANT VICENÇ DE TORELLÓ;1;Dona;Positiu PCR;1
21/05/2020;04;ALT URGELL;25203;LA SEU D'URGELL;1;Dona;Positiu PCR;1
14/09/2020;24;OSONA;08067;CENTELLES;0;Home;Positiu PCR;1
17/04/2020;20;GIRONES;17155;SALT;1;Dona;Positiu PCR;1
25/07/2020;33;SEGRIA;25019;ALMACELLES;1;Dona;Positiu PCR;1
15/10/2020;10;BAIX EMPORDA;17048;CASTELL-PLATJA D'ARO;0;Home;Positiu PCR;1
04/10/2020;04;ALT URGELL;25203;LA SEU D'URGELL;1;Dona;Positiu PCR;1
18/10/2020;22;MONTSIA;43004;ALCANAR;1;Dona;Positiu PCR;1
03/08/2020;40;VALLES OCCIDENTAL;08125;MONTCADA I REIXAC;1;Dona;Positiu PCR;2
09/11/2020;11;BAIX LLOBREGAT;08295;VALLIRANA;0;Home;Positiu PCR;3
12/04/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;0;Home;Positiu PCR;2
04/08/2020;21;MARESME;08163;PINEDA DE MAR;0;Home;Positiu PCR;1
10/11/2020;30;RIBERA D'EBRE;43019;ASCÓ;0;Home;Positiu PCR;1
01/11/2020;27;PLA D'URGELL;25137;MOLLERUSSA;1;Dona;Positiu PCR;1
13/10/2020;10;BAIX EMPORDA;17144;REGENCÓS;0;Home;Positiu PCR;2
05/04/2020;23;NOGUERA;25047;BELLCAIRE D'URGELL;1;Dona;Positiu PCR;1
22/05/2020;11;BAIX LLOBREGAT;08068;CERVELLÓ;0;Home;Positiu PCR;1
31/10/2020;33;SEGRIA;25023;ALPICAT;0;Home;Positiu PCR;1
16/06/2020;07;BAGES;08140;NAVARCLES;1;Dona;Positiu PCR;1
14/04/2020;41;VALLES ORIENTAL;08159;PARETS DEL VALLÈS;1;Dona;Positiu PCR;1
23/08/2020;41;VALLES ORIENTAL;08108;LLIÇÀ DE VALL;1;Dona;Positiu PCR;1
02/10/2020;SES;;SES;;0;Home;Positiu PCR;1
18/08/2020;21;MARESME;08264;SANT VICENÇ DE MONTALT;1;Dona;Positiu PCR;1
12/09/2020;12;BAIX PENEDES;43037;CALAFELL;1;Dona;Positiu PCR;1
30/03/2020;24;OSONA;08278;TARADELL;1;Dona;Positiu PCR;1
12/09/2020;17;GARRAF;08231;SANT PERE DE RIBES;1;Dona;Positiu PCR;1
30/03/2020;16;CONCA DE BARBERA;43086;MONTBLANC;0;Home;Positiu PCR;1
04/05/2020;21;MARESME;08197;SANT ANDREU DE LLAVANERES;1;Dona;Positiu PCR;1
03/04/2020;20;GIRONES;17089;LLAGOSTERA;1;Dona;Positiu PCR;1
06/11/2020;31;RIPOLLES;17039;CAMPRODON;1;Dona;Positiu PCR;1
02/05/2020;01;ALT CAMP;43161;VALLS;0;Home;Positiu PCR;1
18/10/2020;41;VALLES ORIENTAL;08105;LA LLAGOSTA;1;Dona;Positiu PCR;2
14/11/2020;07;BAGES;08213;SANT FRUITÓS DE BAGES;1;Dona;Positiu PCR;1
02/09/2020;21;MARESME;08126;MONTGAT;1;Dona;Positiu PCR;1
01/07/2020;33;SEGRIA;25210;SOSES;1;Dona;Positiu PCR;1
26/10/2020;24;OSONA;08131;MONTESQUIU;0;Home;Positiu PCR;2
21/10/2020;33;SEGRIA;25189;ROSSELLÓ;0;Home;Positiu PCR;1
07/11/2020;11;BAIX LLOBREGAT;08263;SANT VICENÇ DELS HORTS;0;Home;Positiu PCR;1
16/03/2020;41;VALLES ORIENTAL;08248;SANTA EULÀLIA DE RONÇANA;1;Dona;Positiu PCR;1
03/10/2020;41;VALLES ORIENTAL;08159;PARETS DEL VALLÈS;0;Home;Positiu PCR;1
07/10/2020;16;CONCA DE BARBERA;43139;SANTA COLOMA DE QUERALT;1;Dona;Positiu PCR;1
24/10/2020;30;RIBERA D'EBRE;43093;MÓRA D'EBRE;0;Home;Positiu PCR;1
06/11/2020;40;VALLES OCCIDENTAL;08300;VILADECAVALLS;0;Home;Positiu PCR;1
30/03/2020;20;GIRONES;17044;CASSÀ DE LA SELVA;1;Dona;Positiu PCR;1
29/07/2020;24;OSONA;08285;TORELLÓ;1;Dona;Positiu PCR;1
19/07/2020;40;VALLES OCCIDENTAL;08205;SANT CUGAT DEL VALLÈS;0;Home;Positiu PCR;1
10/11/2020;08;BAIX CAMP;43009;ALFORJA;0;Home;Positiu PCR;1
10/10/2020;37;TERRA ALTA;43032;BOT;1;Dona;Positiu PCR;1
29/08/2020;12;BAIX PENEDES;43037;CALAFELL;1;Dona;Positiu PCR;1
22/10/2020;02;ALT EMPORDA;17012;AVINYONET DE PUIGVENTÓS;0;Home;Positiu PCR;2
03/09/2020;32;SEGARRA;25110;GUISSONA;1;Dona;Positiu PCR;1
19/06/2020;27;PLA D'URGELL;25137;MOLLERUSSA;1;Dona;Positiu PCR;1
29/10/2020;27;PLA D'URGELL;25048;BELL-LLOC D'URGELL;0;Home;Positiu PCR;1
31/10/2020;20;GIRONES;17025;BORDILS;1;Dona;Positiu PCR;1
22/10/2020;02;ALT EMPORDA;17064;ESPOLLA;1;Dona;Positiu PCR;1
29/07/2020;06;ANOIA;08250;SANTA MARGARIDA DE MONTBUI;0;Home;Positiu PCR;1
03/10/2020;21;MARESME;08219;VILASSAR DE MAR;0;Home;Positiu PCR;1
02/10/2020;14;BERGUEDA;08011;AVIÀ;1;Dona;Positiu PCR;1
28/09/2020;02;ALT EMPORDA;17178;SANT PERE PESCADOR;0;Home;Positiu PCR;1
02/08/2020;07;BAGES;08113;MANRESA;1;Dona;Positiu PCR;1
05/04/2020;40;VALLES OCCIDENTAL;08290;ULLASTRELL;1;Dona;Positiu PCR;1
14/09/2020;21;MARESME;08163;PINEDA DE MAR;0;Home;Positiu PCR;1
27/03/2020;01;ALT CAMP;43001;AIGUAMÚRCIA;1;Dona;Positiu PCR;1
19/08/2020;11;BAIX LLOBREGAT;08001;ABRERA;0;Home;Positiu PCR;1
18/05/2020;07;BAGES;08113;MANRESA;1;Dona;Positiu PCR;1
10/10/2020;31;RIPOLLES;17147;RIPOLL;1;Dona;Positiu PCR;1
25/03/2020;38;URGELL;25225;TORNABOUS;0;Home;Positiu PCR;1
26/04/2020;40;VALLES OCCIDENTAL;08187;SABADELL;0;Home;Positiu PCR;1
10/09/2020;34;SELVA;17083;HOSTALRIC;1;Dona;Positiu PCR;1
20/10/2020;07;BAGES;08218;SANT JOAN DE VILATORRADA;1;Dona;Positiu PCR;1
07/11/2020;18;GARRIGUES;25073;CERVIÀ DE LES GARRIGUES;0;Home;Positiu PCR;1
28/07/2020;33;SEGRIA;25233;TORRE-SERONA;1;Dona;Positiu PCR;1
19/09/2020;31;RIPOLLES;17147;RIPOLL;1;Dona;Positiu PCR;1
02/04/2020;41;VALLES ORIENTAL;08159;PARETS DEL VALLÈS;0;Home;Positiu PCR;1
05/11/2020;34;SELVA;17202;TOSSA DE MAR;1;Dona;Positiu PCR;1
04/11/2020;30;RIBERA D'EBRE;43093;MÓRA D'EBRE;0;Home;Positiu PCR;1
18/09/2020;24;OSONA;08183;RODA DE TER;1;Dona;Positiu PCR;1
22/10/2020;41;VALLES ORIENTAL;08039;CAMPINS;1;Dona;Positiu PCR;1
17/08/2020;21;MARESME;08172;PREMIÀ DE MAR;1;Dona;Positiu PCR;1
19/09/2020;16;CONCA DE BARBERA;43139;SANTA COLOMA DE QUERALT;0;Home;Positiu PCR;1
12/10/2020;29;PRIORAT;43069;GRATALLOPS;0;Home;Positiu PCR;1
11/10/2020;07;BAGES;08140;NAVARCLES;1;Dona;Positiu PCR;2
03/11/2020;03;ALT PENEDES;08145;OLÈRDOLA;0;Home;Positiu PCR;1
10/08/2020;02;ALT EMPORDA;17152;ROSES;0;Home;Positiu PCR;1
13/10/2020;36;TARRAGONES;43166;VILALLONGA DEL CAMP;1;Dona;Positiu PCR;1
21/07/2020;17;GARRAF;08270;SITGES;1;Dona;Positiu PCR;1
18/08/2020;41;VALLES ORIENTAL;08181;LA ROCA DEL VALLÈS;0;Home;Positiu PCR;1
22/07/2020;41;VALLES ORIENTAL;08033;CALDES DE MONTBUI;0;Home;Positiu PCR;1
28/04/2020;14;BERGUEDA;08092;GIRONELLA;0;Home;Positiu PCR;1
29/03/2020;16;CONCA DE BARBERA;43142;SARRAL;0;Home;Positiu PCR;1
23/07/2020;07;BAGES;08047;CARDONA;1;Dona;Positiu PCR;1
25/09/2020;11;BAIX LLOBREGAT;08123;MOLINS DE REI;0;Home;Positiu PCR;1
15/07/2020;33;SEGRIA;25023;ALPICAT;0;Home;Positiu PCR;1
28/10/2020;27;PLA D'URGELL;25099;GOLMÉS;1;Dona;Positiu PCR;2
15/03/2020;11;BAIX LLOBREGAT;08217;SANT JOAN DESPÍ;1;Dona;Positiu PCR;1
17/09/2020;33;SEGRIA;25023;ALPICAT;0;Home;Positiu PCR;1
28/07/2020;30;RIBERA D'EBRE;43019;ASCÓ;1;Dona;Positiu PCR;1
12/08/2020;09;BAIX EBRE;43903;CAMARLES;0;Home;Positiu PCR;1
27/09/2020;41;VALLES ORIENTAL;08202;SANT CELONI;1;Dona;Positiu PCR;1
15/09/2020;36;TARRAGONES;43047;CONSTANTÍ;1;Dona;Positiu PCR;1
27/10/2020;03;ALT PENEDES;08058;CASTELLET I LA GORNAL;1;Dona;Positiu PCR;1
12/08/2020;38;URGELL;25225;TORNABOUS;1;Dona;Positiu PCR;1
09/11/2020;24;OSONA;08151;ORISTÀ;1;Dona;Positiu PCR;1
25/03/2020;34;SELVA;17008;ANGLÈS;1;Dona;Positiu PCR;1
07/04/2020;01;ALT CAMP;43161;VALLS;0;Home;Positiu PCR;1
24/03/2020;10;BAIX EMPORDA;17057;CORÇÀ;0;Home;Positiu PCR;1
01/04/2020;14;BERGUEDA;08092;GIRONELLA;1;Dona;Positiu PCR;1
05/05/2020;32;SEGARRA;25110;GUISSONA;1;Dona;Positiu PCR;1
07/11/2020;03;ALT PENEDES;08251;SANTA MARGARIDA I ELS MONJOS;1;Dona;Positiu PCR;1
02/10/2020;27;PLA D'URGELL;25137;MOLLERUSSA;1;Dona;Positiu PCR;2
29/09/2020;06;ANOIA;08119;MASQUEFA;1;Dona;Positiu PCR;1
30/10/2020;19;GARROTXA;17208;LA VALL DE BIANYA;1;Dona;Positiu PCR;1
03/09/2020;06;ANOIA;08143;ÒDENA;1;Dona;Positiu PCR;1
14/05/2020;41;VALLES ORIENTAL;08136;MONTORNÈS DEL VALLÈS;1;Dona;Positiu PCR;1
28/05/2020;07;BAGES;08274;SÚRIA;1;Dona;Positiu PCR;1
09/09/2020;21;MARESME;08219;VILASSAR DE MAR;0;Home;Positiu PCR;2
23/10/2020;24;OSONA;08220;SANT JULIÀ DE VILATORTA;1;Dona;Positiu PCR;1
06/11/2020;40;VALLES OCCIDENTAL;08167;POLINYÀ;0;Home;Positiu PCR;2
07/09/2020;31;RIPOLLES;17039;CAMPRODON;0;Home;Positiu PCR;1
21/05/2020;24;OSONA;08285;TORELLÓ;0;Home;Positiu PCR;1
24/04/2020;21;MARESME;08230;PREMIÀ DE DALT;1;Dona;Positiu PCR;1
06/10/2020;02;ALT EMPORDA;17221;VILAFANT;0;Home;Positiu PCR;1
