id,amount,status,created_at,updated_at,user_id,moderated_at,deleted_account_id,reimbursement_date,cash_request_received_date,money_back_date,transfer_type,send_at,recovery_status,reco_creation,reco_last_update
12974,100.00,rejected,2020-08-18 17:26:52.075427+00,2020-08-19 08:28:54.339873+00,,2020-08-19 08:28:54.334181+00,19604,2020-09-04 17:26:52.040943+00,,,instant,2020-08-25 17:26:52.040943+00,,,
25923,50.00,rejected,2020-10-29 06:24:34.35956+00,2020-10-29 10:27:02.913637+00,72934,2020-10-29 10:27:02.907498+00,,2020-11-08 06:25:13.38929+00,,,instant,2020-10-29 06:25:13.38929+00,,,
25928,50.00,active,2020-10-29 06:54:34.277793+00,2021-01-19 20:26:52.311479+00,14671,,,2021-02-19 23:00:00+00,2020-10-30,,instant,2020-10-29 07:48:18.152836+00,,,
25983,50.00,money_back,2020-10-29 09:07:43.740441+00,2020-12-21 13:52:27.904895+00,57209,,,2020-11-26 11:00:00+00,2020-10-31,2020-12-21 13:52:27.851485+00,instant,2020-10-30 04:38:05.430323+00,completed,2020-12-09 22:16:57.501903+00,2020-12-21 13:52:27.856008+00
25956,100.00,money_back,2020-10-29 08:15:04.139617+00,2020-12-27 14:13:50.975303+00,97163,,,2020-11-20 23:51:00+00,2020-10-30,2020-12-27 14:13:50.929822+00,instant,2020-10-29 08:15:25.493426+00,completed,2020-11-29 22:38:38.679401+00,2020-12-27 14:13:50.934515+00
25953,50.00,money_back,2020-10-29 08:04:40.232291+00,2020-12-04 16:35:23.415989+00,98277,,,2020-12-21 11:00:00+00,2020-10-30,2020-12-27 23:00:00+00,instant,2020-10-29 08:05:03.063002+00,,,
25964,25.00,money_back,2020-10-29 08:32:40.2623+00,2021-02-05 17:26:29.497819+00,94295,,,2021-01-01 23:00:00+00,2020-10-30,2021-02-05 17:26:29.443421+00,instant,2020-10-29 08:33:02.298355+00,completed,2021-01-09 22:17:41.767578+00,2021-02-05 17:26:29.446701+00
2864,100.00,money_back,2020-06-10 06:28:24.279428+00,2020-12-18 13:08:37.21624+00,6723,2020-06-10 11:02:36.164485+00,,2020-06-30 22:00:00+00,2020-06-12,2020-07-02 19:06:23.494375+00,regular,,,,
25978,25.00,direct_debit_rejected,2020-10-29 08:59:32.30484+00,2020-11-25 22:17:55.502508+00,40221,,,2020-11-12 11:00:00+00,2020-10-30,,instant,2020-10-29 08:59:45.573339+00,pending,2020-11-25 22:17:55.529434+00,2020-11-25 22:17:55.529447+00
25959,50.00,rejected,2020-10-29 08:17:16.710919+00,2020-10-29 10:31:11.238085+00,98294,2020-10-29 10:31:11.230143+00,,2020-11-30 22:00:00+00,,,instant,2020-10-29 08:17:30.108428+00,,,
3376,70.00,money_back,2020-06-15 15:25:45.860152+00,2020-12-18 13:08:37.243247+00,13944,2020-06-15 15:56:00.145074+00,,2020-06-28 22:00:00+00,2020-06-16,2020-06-30 08:50:39.960864+00,regular,,,,
22930,50.00,money_back,2020-10-22 02:51:36.426779+00,2020-12-18 13:12:34.756529+00,,,26618,2020-12-05 11:00:00+00,2020-10-23,2020-12-04 07:59:47.02529+00,instant,2020-10-22 02:51:48.813226+00,,,
25836,100.00,rejected,2020-10-28 21:10:31.365916+00,2020-10-29 10:25:17.374318+00,76992,2020-10-29 10:25:17.365618+00,,2020-12-07 22:00:00+00,,,instant,2020-10-28 21:10:54.109801+00,,,
26519,50.00,money_back,2020-10-30 20:57:14.613106+00,2021-01-05 16:24:40.824236+00,68444,,,2020-11-30 22:00:00+00,2020-11-03,2021-01-05 16:24:40.768769+00,instant,2020-10-30 20:57:39.842397+00,completed,2020-12-09 22:09:53.945955+00,2021-01-05 16:24:40.772791+00
2929,100.00,money_back,2020-06-10 17:39:01.707747+00,2020-12-18 13:08:37.264897+00,6725,2020-06-11 10:12:02.154535+00,,2020-07-06 22:00:00+00,2020-06-12,2020-07-07 22:00:00+00,regular,,,,
26003,50.00,rejected,2020-10-29 09:44:05.135491+00,2020-10-29 10:34:33.363995+00,,2020-10-29 10:34:33.357778+00,16938,2020-12-02 22:00:00+00,,,instant,2020-10-29 09:44:32.519585+00,,,
21221,100.00,direct_debit_rejected,2020-10-15 07:15:49.188953+00,2020-11-07 22:37:24.172469+00,70988,,,2020-10-29 23:00:00+00,2020-10-16,,instant,2020-10-15 07:17:29.274716+00,pending,2020-11-07 22:37:20.446059+00,2020-11-07 22:37:24.181509+00
10022,20.00,money_back,2020-07-29 13:58:31.486286+00,2020-12-18 13:08:37.284577+00,31940,2020-07-29 15:48:56.112773+00,,2020-09-05 10:00:00+00,2020-07-30,2020-11-10 21:40:24.674513+00,regular,2020-08-05 13:58:31.485853+00,completed,2020-10-03 22:28:36.887093+00,2020-11-10 21:40:24.69603+00
15486,100.00,money_back,2020-09-10 05:57:58.50131+00,2020-12-18 13:08:37.311468+00,23771,2020-09-10 08:54:15.148722+00,,2020-10-06 10:00:00+00,2020-09-10,2020-10-06 19:38:35.39276+00,instant,2020-09-17 05:57:58.454097+00,,,
3133,100.00,money_back,2020-06-12 10:12:16.349085+00,2020-12-18 13:08:37.32272+00,14376,2020-06-12 13:57:50.98917+00,,2020-07-21 22:00:00+00,2020-06-16,2020-07-21 22:00:00+00,regular,,,,
11453,10.00,money_back,2020-08-08 07:19:49.650139+00,2020-12-18 13:08:37.341586+00,35379,2020-08-08 07:23:25.52545+00,,2020-09-08 21:56:02.776+00,2020-08-11,2020-09-10 10:22:10.293574+00,instant,2020-08-15 07:19:49.64975+00,completed,2020-09-09 01:42:59.982284+00,2020-09-10 10:22:10.311147+00
26069,50.00,direct_debit_rejected,2020-10-29 12:24:21.331699+00,2020-12-09 22:09:32.003678+00,95320,,,2020-11-30 22:00:00+00,2020-10-31,,instant,2020-10-29 12:24:31.497534+00,pending,2020-12-09 22:09:32.030413+00,2020-12-09 22:09:32.030423+00
26713,100.00,money_back,2020-10-31 12:23:18.760934+00,2021-02-05 17:11:30.877371+00,98121,,,2021-02-07 11:00:00+00,2020-11-03,2021-02-05 17:11:30.850206+00,instant,2020-10-31 12:23:31.4037+00,,,
26085,100.00,rejected,2020-10-29 12:47:35.544669+00,2020-10-29 16:38:05.553227+00,1022,2020-10-29 16:38:05.538404+00,,2020-11-25 23:51:00+00,,,instant,2020-10-29 12:47:52.087154+00,,,
26127,25.00,money_back,2020-10-29 14:37:32.233182+00,2020-12-11 22:46:00.054341+00,98825,,,2020-12-01 11:00:00+00,2020-10-30,2020-12-16 23:00:00+00,instant,2020-10-29 14:38:04.976929+00,completed,2020-12-11 22:46:00.080826+00,2020-12-11 22:46:00.080837+00
3089,100.00,money_back,2020-06-12 04:46:01.175217+00,2020-12-18 13:08:37.359717+00,6859,2020-06-12 12:16:54.505704+00,,2020-07-04 22:00:00+00,2020-06-16,2020-07-07 15:35:20.91966+00,regular,,,,
26144,25.00,direct_debit_rejected,2020-10-29 15:35:44.048302+00,2021-01-06 22:17:55.89978+00,46516,,,2020-12-22 11:00:00+00,2020-10-31,2020-12-23 21:39:30.273+00,instant,2020-10-29 15:36:00.359472+00,pending,2021-01-06 22:17:55.925485+00,2021-01-06 22:17:55.925495+00
26147,20.00,direct_debit_rejected,2020-10-29 15:49:17.790761+00,2020-12-16 22:35:52.797862+00,90841,,,2020-11-13 15:49:14.886+00,2020-10-31,,instant,2020-10-29 16:04:20.001612+00,pending,2020-11-25 22:17:00.746812+00,2020-12-16 22:35:52.812981+00
26146,100.00,money_back,2020-10-29 15:46:52.258149+00,2021-01-05 16:24:51.273929+00,8362,,,2020-12-03 11:00:00+00,2020-10-31,2021-01-05 16:24:51.226929+00,instant,2020-10-29 15:47:14.499737+00,completed,2020-12-09 23:06:09.010825+00,2021-01-05 16:24:51.230593+00
26106,100.00,money_back,2020-10-29 13:37:04.626783+00,2020-12-01 05:52:52.11998+00,65688,,,2020-12-31 11:00:00+00,2020-10-30,2021-01-01 21:31:30.672967+00,instant,2020-10-29 13:37:27.725255+00,,,
26105,50.00,rejected,2020-10-29 13:35:47.978382+00,2020-10-29 16:39:07.183632+00,27786,2020-10-29 16:39:07.176473+00,,2020-12-01 11:00:00+00,,,instant,2020-10-29 13:35:55.72518+00,,,
310,100.00,money_back,2019-12-26 12:24:20.966205+00,2020-11-04 12:55:39.029039+00,2186,2019-12-27 13:58:57.302562+00,,2020-01-12 23:00:00+00,2019-12-31,,regular,,,,
678,100.00,money_back,2020-02-13 11:27:14.45757+00,2020-11-04 12:55:39.156687+00,895,2020-02-14 07:36:56.390344+00,,2020-02-24 23:00:00+00,2020-02-15,,regular,,,,
463,100.00,money_back,2020-01-16 20:51:38.710795+00,2020-11-04 12:55:39.224386+00,1987,2020-01-17 08:57:34.200059+00,,2020-02-05 23:00:00+00,2020-01-18,,regular,,,,
599,100.00,money_back,2020-02-04 05:50:02.991438+00,2020-11-04 12:55:51.768792+00,2967,2020-02-04 18:37:26.239692+00,,2020-02-26 23:00:00+00,2020-02-05,,regular,,,,
315,100.00,money_back,2019-12-26 22:48:39.165329+00,2020-11-04 12:55:54.688648+00,2215,2019-12-27 14:09:09.576747+00,,2020-02-05 23:00:00+00,2019-12-31,2020-03-10 21:30:51.766657+00,regular,,,,
1166,100.00,money_back,2020-04-14 16:51:30.38517+00,2020-11-04 12:55:36.190563+00,6341,2020-04-15 09:25:04.458395+00,,2020-04-29 22:00:00+00,2020-04-16,2020-05-08 21:36:30.528214+00,regular,,,,
11,100.00,money_back,2019-12-10 19:18:35.805897+00,2020-11-04 12:55:36.25624+00,735,2019-12-11 16:53:50.943562+00,,2019-12-30 23:00:00+00,2019-12-12,,regular,,,,
874,100.00,money_back,2020-03-14 10:07:52.706021+00,2020-11-04 12:55:36.637846+00,3029,2020-03-14 11:53:45.911696+00,,2020-04-05 22:00:00+00,2020-03-17,2020-04-14 20:26:14.813207+00,regular,,,,
1018,50.00,money_back,2020-04-01 06:51:30.941429+00,2020-11-04 12:55:36.964536+00,66,2020-04-01 08:06:22.782097+00,,2020-05-03 22:00:00+00,2020-04-01,2020-05-12 20:20:56.334244+00,regular,,,,
627,100.00,money_back,2020-02-06 20:09:57.328839+00,2020-11-04 12:55:55.34497+00,781,2020-02-07 13:33:01.266259+00,,2020-03-31 22:00:00+00,2020-02-11,2020-04-09 21:17:34.047107+00,regular,,,,
395,100.00,money_back,2020-01-07 13:10:59.628303+00,2020-11-04 12:56:00.459158+00,1817,2020-01-07 16:38:00.963565+00,,2020-02-02 23:00:00+00,2020-01-07,,regular,,,,
836,100.00,money_back,2020-03-10 13:31:44.758318+00,2020-11-04 12:55:37.772905+00,3391,2020-03-10 14:50:04.951528+00,,2020-04-05 22:00:00+00,2020-03-11,2020-04-14 20:26:20.736108+00,regular,,,,
20875,100.00,direct_debit_rejected,2020-10-13 13:51:12.64037+00,2020-12-17 22:14:15.369947+00,36287,,,2020-11-05 22:00:00+00,2020-10-14,,instant,2020-10-13 13:52:54.566317+00,pending,2020-11-18 22:54:32.73026+00,2020-12-17 22:14:15.389004+00
1053,100.00,direct_debit_rejected,2020-04-06 12:34:37.117004+00,2020-12-19 22:09:05.764121+00,2860,2020-04-06 13:04:23.628408+00,,2020-05-03 22:00:00+00,2020-04-07,2020-06-11 22:54:11.200854+00,regular,,pending,2020-05-11 19:51:09.836904+00,2020-12-19 22:09:05.781124+00
143,100.00,money_back,2019-12-13 13:40:59.847813+00,2020-11-04 12:55:54.820528+00,1310,2019-12-13 16:07:16.545042+00,,2020-01-02 23:00:00+00,2019-12-16,,regular,,,,
4086,100.00,money_back,2020-06-19 00:01:23.041824+00,2020-12-18 13:08:37.371287+00,16008,2020-06-19 12:14:00.505261+00,,2020-07-03 22:00:00+00,2020-06-23,2020-08-21 14:26:15.05411+00,regular,,completed,2020-07-15 23:41:09.121071+00,2020-08-21 14:26:15.067063+00
869,100.00,direct_debit_rejected,2020-03-13 09:30:23.537354+00,2020-12-29 22:04:00.433063+00,1547,2020-03-13 13:45:24+00,,2020-03-29 22:00:00+00,2020-03-17,2020-08-27 01:01:53+00,regular,,completed,2020-05-05 13:51:06.616406+00,2020-08-27 01:01:53.266294+00
1062,100.00,money_back,2020-04-07 14:58:33.763584+00,2020-11-04 12:55:10.548331+00,4616,2020-04-07 15:04:35.112667+00,,2020-05-06 22:00:00+00,2020-04-09,2020-05-15 21:35:29.96127+00,regular,,,,
1502,100.00,money_back,2020-05-01 07:38:42.690107+00,2020-11-04 12:55:10.935172+00,8330,2020-05-01 13:50:48.181018+00,,2020-06-04 22:00:00+00,2020-05-05,2020-06-13 21:41:07.372522+00,regular,,,,
717,100.00,money_back,2020-02-22 06:17:28.396401+00,2020-11-04 12:55:41.459489+00,3358,2020-02-22 15:59:36.367181+00,,2020-04-02 22:00:00+00,2020-02-25,2020-04-11 22:02:55.466061+00,regular,,,,
962,100.00,money_back,2020-03-20 17:52:30.009069+00,2020-11-04 12:55:42.4465+00,3364,2020-03-21 09:52:07.353728+00,,2020-04-05 22:00:00+00,2020-03-24,2020-04-14 20:26:10.251966+00,regular,,,,
595,100.00,money_back,2020-02-03 22:36:15.053975+00,2020-11-04 12:55:42.832156+00,2823,2020-02-04 18:35:05.836188+00,,2020-02-25 23:00:00+00,2020-02-06,,regular,,,,
984,60.00,money_back,2020-03-25 01:28:15.455918+00,2020-11-04 12:55:42.902056+00,3258,2020-03-25 11:00:01.975327+00,,2020-03-31 22:00:00+00,2020-03-27,2020-04-09 21:17:28.915231+00,regular,,,,
139,100.00,money_back,2019-12-13 11:40:18.713174+00,2020-11-04 12:55:41.860746+00,1159,2019-12-13 16:13:38.315066+00,,2020-01-06 23:00:00+00,2019-12-16,,regular,,,,
819,100.00,money_back,2020-03-07 23:08:54.580012+00,2020-11-04 12:55:52.198243+00,3120,2020-03-08 14:31:48.804954+00,,2020-04-05 22:00:00+00,2020-03-15,2020-04-14 20:26:08.442166+00,regular,,,,
288,100.00,money_back,2019-12-22 15:30:19.325005+00,2020-11-04 12:55:52.258625+00,1999,2019-12-23 08:52:31.554122+00,,2020-01-13 23:00:00+00,2019-12-24,,regular,,,,
576,80.00,money_back,2020-01-31 18:14:22.366863+00,2020-11-04 12:55:52.378459+00,,2020-02-01 12:45:47.260255+00,1554,2020-03-30 22:00:00+00,2020-02-04,2020-05-05 20:51:44.854245+00,regular,,completed,2020-04-03 08:49:27.818642+00,2020-05-05 20:51:44.860196+00
909,100.00,money_back,2020-03-16 22:37:06.265379+00,2020-11-04 12:55:41.930367+00,114,2020-03-17 10:28:54.977783+00,,2020-03-30 22:00:00+00,2020-03-17,2020-04-08 21:02:24.795296+00,regular,,,,
322,100.00,money_back,2019-12-27 21:19:39.23247+00,2020-11-04 12:55:52.687207+00,2247,2019-12-29 10:14:06.021373+00,,2020-01-27 23:00:00+00,2019-12-31,,regular,,,,
768,75.00,money_back,2020-02-29 11:40:56.912735+00,2020-11-04 12:55:52.98679+00,3361,2020-02-29 15:34:23.093354+00,,2020-03-29 22:00:00+00,2020-03-03,2020-04-07 20:22:05.824825+00,regular,,,,
926,100.00,money_back,2020-03-17 10:58:11.364127+00,2020-11-04 12:55:53.116479+00,2305,2020-03-17 11:03:25.717737+00,,2020-03-25 23:00:00+00,2020-03-18,2020-04-03 22:32:55.357251+00,regular,,,,
734,100.00,money_back,2020-02-25 19:58:43.656115+00,2020-11-04 12:55:53.23736+00,1794,2020-02-26 13:56:35.871634+00,,2020-03-08 23:00:00+00,2020-02-28,2020-03-17 23:20:41.46955+00,regular,,,,
5539,50.00,money_back,2020-06-26 21:19:47.40751+00,2020-12-18 13:08:37.401395+00,16033,2020-06-27 14:46:49.682927+00,,2020-07-03 22:00:00+00,2020-06-30,2020-07-07 15:43:37.335508+00,regular,,,,
109,100.00,money_back,2019-12-12 06:08:02.289141+00,2020-11-04 12:55:48.947383+00,1134,2019-12-12 14:12:54.259519+00,,2019-12-29 23:00:00+00,,2020-03-28 23:41:19.683996+00,regular,,,,
769,100.00,money_back,2020-02-29 15:33:39.425986+00,2020-11-04 12:55:55.465728+00,231,2020-02-29 15:35:42.000663+00,,2020-04-05 22:00:00+00,2020-03-02,2020-04-14 20:26:02.498434+00,regular,,,,
1419,100.00,money_back,2020-04-28 16:31:31.821734+00,2020-11-04 12:55:17.758608+00,7518,2020-04-28 16:51:02.608152+00,,2020-05-04 22:00:00+00,2020-05-01,2020-05-07 12:42:12.306027+00,regular,,completed,2020-05-05 20:26:41.039472+00,2020-05-07 12:42:12.311936+00
3097,100.00,money_back,2020-06-12 05:33:11.34413+00,2020-12-18 13:09:02.524903+00,7731,2020-06-12 12:28:41.554427+00,,2020-07-06 22:00:00+00,2020-06-16,2020-07-07 22:00:00+00,regular,,,,
25351,100.00,direct_debit_rejected,2020-10-27 18:20:57.566602+00,2020-12-07 22:46:51.269897+00,67542,,,2020-11-26 22:00:00+00,,2020-12-01 23:00:00+00,instant,2020-10-27 18:21:34.174431+00,pending,2020-12-07 22:46:51.291021+00,2020-12-07 22:46:51.291032+00
26182,25.00,money_back,2020-10-29 18:28:37.929789+00,2021-01-05 16:25:12.967447+00,98785,,,2020-12-04 11:00:00+00,2020-10-31,2021-01-05 16:25:12.91741+00,instant,2020-10-29 18:29:04.520246+00,completed,2020-12-13 22:27:45.254024+00,2021-01-05 16:25:12.921368+00
26164,100.00,direct_debit_rejected,2020-10-29 17:04:20.30336+00,2020-12-23 22:17:07.017074+00,95854,,,2020-11-26 11:00:00+00,2020-10-31,,instant,2020-10-29 17:04:33.034372+00,pending,2020-12-09 22:15:57.979624+00,2020-12-23 22:17:07.031292+00
26191,100.00,rejected,2020-10-29 19:09:28.473063+00,2020-10-30 09:29:36.421762+00,3045,2020-10-30 09:29:36.414627+00,,2020-11-30 23:00:00+00,,,instant,2020-10-29 19:09:55.08942+00,,,
26161,100.00,money_back,2020-10-29 16:55:51.904479+00,2021-02-06 19:18:55.680146+00,90714,,,2021-02-06 11:00:00+00,2020-10-30,2021-02-06 19:18:55.652007+00,instant,2020-10-29 16:57:17.833007+00,,,
21801,100.00,direct_debit_rejected,2020-10-17 12:37:48.690258+00,2020-12-26 22:11:19.613003+00,39356,,,2020-11-19 22:00:00+00,2020-10-20,,instant,2020-10-17 12:38:04.983908+00,pending,2020-12-02 22:20:09.07365+00,2020-12-26 22:11:19.628304+00
20272,50.00,direct_debit_rejected,2020-10-10 07:26:40.452228+00,2020-12-17 22:33:25.461447+00,46210,,,2020-10-20 10:00:00+00,2020-10-13,,instant,2020-10-10 07:31:24.503293+00,pending,2020-10-30 22:36:21.031082+00,2020-12-17 22:33:25.476661+00
26197,100.00,money_back,2020-10-29 19:32:08.74974+00,2020-12-24 18:56:03.213219+00,43357,,,2020-12-23 23:00:00+00,2020-10-30,2020-12-24 18:56:03.178007+00,instant,2020-10-29 19:32:19.662692+00,,,
2944,100.00,money_back,2020-06-10 20:52:45.626322+00,2020-12-18 13:08:37.504863+00,13969,2020-06-11 10:24:45.965347+00,,2020-06-30 22:00:00+00,2020-06-13,2020-07-02 19:12:58.53682+00,regular,,,,
1107,100.00,money_back,2020-04-09 09:13:22.02999+00,2020-11-04 12:55:08.982291+00,6044,2020-04-09 17:30:36.566598+00,,2020-05-12 22:00:00+00,2020-04-14,2020-05-21 20:36:15.133384+00,regular,,,,
215,100.00,money_back,2019-12-17 17:36:31.420479+00,2020-11-04 12:56:00.720999+00,1312,2019-12-17 19:33:14.170541+00,,2020-01-26 23:00:00+00,2019-12-20,,regular,,,,
1587,100.00,money_back,2020-05-06 06:17:32.474723+00,2020-11-04 12:55:09.499962+00,235,2020-05-06 10:29:15.389448+00,,2020-05-25 22:00:00+00,2020-05-08,2020-06-03 20:25:48.706873+00,regular,,,,
1846,100.00,money_back,2020-05-15 16:23:12.866384+00,2020-11-04 12:55:09.562694+00,1412,2020-05-16 15:57:12.478056+00,,2020-05-31 22:00:00+00,2020-05-18,2020-06-09 22:50:28.941433+00,regular,,,,
299,100.00,money_back,2019-12-23 21:48:42.897458+00,2020-11-04 12:55:19.187085+00,,2019-12-24 13:03:57.25067+00,7273,2020-01-08 23:00:00+00,2019-12-27,2020-03-14 23:30:58.257+00,regular,,,,
1849,10.00,money_back,2020-05-15 16:30:55.796868+00,2020-11-04 12:54:59.498175+00,3903,2020-05-15 16:32:40.890039+00,,2020-05-24 22:00:00+00,2020-05-18,2020-06-02 20:05:24.611107+00,regular,,,,
160,100.00,money_back,2019-12-14 22:36:15.452519+00,2020-11-04 12:55:03.582613+00,1361,2019-12-15 13:05:40.722087+00,,2020-01-08 23:00:00+00,2019-12-16,,regular,,,,
1851,100.00,money_back,2020-05-15 16:41:21.96945+00,2020-11-04 12:55:03.774354+00,3174,2020-05-15 16:46:40.468942+00,,2020-05-31 22:00:00+00,2020-05-19,2020-06-09 22:50:09.626874+00,regular,,,,
799,100.00,money_back,2020-03-06 05:52:00.830814+00,2020-11-04 12:55:54.50633+00,1760,2020-03-06 09:00:40.623653+00,,2020-04-05 22:00:00+00,2020-03-07,2020-04-14 20:25:32.784572+00,regular,,,,
891,80.00,money_back,2020-03-16 11:54:15.516967+00,2020-11-04 12:55:55.153386+00,2575,2020-03-16 15:20:05.75156+00,,2020-04-05 22:00:00+00,2020-03-18,2020-04-14 20:26:13.568081+00,regular,,,,
368,100.00,money_back,2020-01-03 09:14:33.388948+00,2020-11-04 12:55:59.151203+00,,2020-01-03 14:36:24.046365+00,1149,2020-03-22 23:00:00+00,2020-01-07,2020-03-31 20:00:58.319239+00,regular,,,,
26228,25.00,money_back,2020-10-29 22:07:01.760801+00,2020-12-21 01:47:48.197825+00,39497,,,2020-11-23 22:00:00+00,2020-10-31,2020-12-21 01:47:48.146519+00,instant,2020-10-29 22:07:13.261785+00,completed,2020-12-02 22:20:18.835229+00,2020-12-21 01:47:48.150276+00
20472,50.00,direct_debit_rejected,2020-10-11 14:51:16.342811+00,2020-10-29 22:24:45.572786+00,67704,,,2020-10-19 23:51:00+00,2020-10-11,,instant,2020-10-11 14:51:27.225685+00,pending,2020-10-29 22:24:43.040924+00,2020-10-29 22:24:45.583339+00
18279,100.00,direct_debit_rejected,2020-09-29 04:43:11.143973+00,2020-12-10 22:13:06.836415+00,52192,2020-09-29 08:27:52.336506+00,,2020-10-23 23:51:00+00,2020-09-29,,instant,2020-10-06 04:43:11.121706+00,pending,2020-10-29 22:13:58.273993+00,2020-12-10 22:13:06.853489+00
26221,25.00,direct_debit_rejected,2020-10-29 21:34:52.578114+00,2020-11-26 22:13:50.999638+00,99355,,,2020-11-16 22:00:00+00,2020-10-30,,instant,2020-10-29 21:35:15.188576+00,pending,2020-11-26 22:13:51.026901+00,2020-11-26 22:13:51.026912+00
26999,50.00,money_back,2020-11-01 21:39:43.292802+00,2020-12-13 22:31:17.576628+00,40285,,,2020-12-04 22:00:00+00,,2021-01-04 23:00:00+00,instant,2020-11-01 21:39:57.726658+00,completed,2020-12-13 22:31:17.60387+00,2020-12-13 22:31:17.603881+00
1520,100.00,money_back,2020-05-02 01:02:11.842758+00,2020-11-04 12:55:05.078965+00,8757,2020-05-02 14:39:32.394317+00,,2020-06-04 22:00:00+00,2020-05-04,2020-06-13 21:40:57.008495+00,regular,,,,
1957,100.00,money_back,2020-05-17 17:18:19.176181+00,2020-11-04 12:55:05.140258+00,114,2020-05-17 17:41:47.608115+00,,2020-05-28 22:00:00+00,2020-05-18,2020-06-06 21:36:14.289999+00,regular,,,,
873,100.00,money_back,2020-03-14 07:37:17.559236+00,2020-11-04 12:55:11.553206+00,1136,2020-03-14 11:53:04.198464+00,,2020-03-29 22:00:00+00,2020-03-17,2020-04-07 20:23:00.602294+00,regular,,,,
1885,100.00,money_back,2020-05-15 22:11:39.084848+00,2020-11-04 12:55:14.178375+00,4510,2020-05-16 15:32:56.700071+00,,2020-05-31 22:00:00+00,2020-05-19,2020-06-09 22:50:30.114892+00,regular,,,,
1296,100.00,money_back,2020-04-20 09:20:03.309461+00,2020-11-04 12:55:11.679442+00,6757,2020-04-20 12:32:04.213373+00,,2020-05-04 22:00:00+00,2020-04-22,2020-05-13 20:41:00.442891+00,regular,,,,
1050,100.00,money_back,2020-04-06 07:52:09.023105+00,2020-11-04 12:55:12.875745+00,2827,2020-04-06 10:02:19.056516+00,,2020-05-04 22:00:00+00,2020-04-07,2020-05-13 20:41:06.48267+00,regular,,,,
1476,100.00,money_back,2020-04-30 08:44:44.58992+00,2020-11-04 12:55:12.935482+00,,2020-04-30 10:06:18.909653+00,4390,2020-05-28 22:00:00+00,2020-05-01,2020-06-06 21:35:59.598145+00,regular,,,,
1386,100.00,money_back,2020-04-27 01:23:54.20359+00,2020-11-04 12:55:13.991337+00,,2020-04-27 08:28:44.666919+00,14798,2020-05-10 22:00:00+00,2020-04-28,2020-05-19 20:06:11.01635+00,regular,,,,
1605,100.00,direct_debit_rejected,2020-05-06 21:56:54.919863+00,2020-11-04 12:55:14.242102+00,574,2020-05-07 14:20:44.480201+00,,2020-05-20 22:00:00+00,2020-05-10,2020-07-14 15:07:25.066812+00,regular,,pending,2020-05-26 19:55:28.638555+00,2020-07-15 23:19:08.434332+00
191,100.00,direct_debit_rejected,2019-12-16 16:28:39.162442+00,2020-12-18 22:26:13.895818+00,1556,2019-12-16 16:56:20.185122+00,,2020-01-08 23:00:00+00,2019-12-18,,regular,,pending,2020-03-20 14:12:53.203178+00,2020-12-18 22:26:13.910118+00
26248,100.00,money_back,2020-10-30 03:07:41.880011+00,2020-12-31 01:13:51.839759+00,4982,,,2020-11-30 23:00:00+00,2020-10-31,2020-12-31 01:13:51.777216+00,instant,2020-10-30 03:08:07.838135+00,completed,2020-12-11 22:18:19.133104+00,2020-12-31 01:13:51.78192+00
26236,100.00,transaction_declined,2020-10-29 23:01:47.724046+00,2020-10-29 23:02:36.871342+00,96899,,,2020-11-17 22:00:00+00,,,instant,2020-10-29 23:02:10.420264+00,,,
2896,100.00,money_back,2020-06-10 12:36:12.603184+00,2020-12-18 13:08:37.528961+00,5066,2020-06-10 13:27:20.651656+00,,2020-07-01 22:00:00+00,2020-06-11,2020-07-03 03:17:35.38721+00,regular,,,,
26259,25.00,money_back,2020-10-30 06:00:30.980327+00,2021-01-05 02:14:00.315043+00,99051,,,2020-12-04 11:00:00+00,2020-10-31,2021-01-05 02:14:00.259115+00,instant,2020-10-30 06:00:50.858161+00,completed,2020-12-10 22:22:51.027927+00,2021-01-05 02:14:00.264201+00
26262,50.00,money_back,2020-10-30 06:31:38.345431+00,2021-01-05 16:25:47.184894+00,50976,,,2020-12-07 22:00:00+00,2020-11-02,2021-01-05 16:25:47.132158+00,instant,2020-10-30 06:32:12.370266+00,completed,2020-12-12 22:21:34.864131+00,2021-01-05 16:25:47.13571+00
26253,100.00,money_back,2020-10-30 05:17:28.192102+00,2021-01-13 03:48:45.758033+00,12802,,,2020-11-16 22:00:00+00,2020-10-31,2021-01-13 03:48:45.696097+00,instant,2020-10-30 05:17:39.343089+00,completed,2020-11-26 22:29:37.757279+00,2021-01-13 03:48:45.700591+00
26263,25.00,direct_debit_rejected,2020-10-30 06:36:11.484029+00,2020-12-16 22:27:56.003651+00,41991,,,2020-12-04 22:00:00+00,2020-10-31,,instant,2020-10-30 06:36:17.870944+00,pending,2020-12-16 22:27:56.028143+00,2020-12-16 22:27:56.028153+00
26245,50.00,rejected,2020-10-30 00:56:03.517376+00,2020-10-30 09:33:07.630664+00,80851,2020-10-30 09:33:07.621685+00,,2020-11-18 23:51:00+00,,,instant,2020-10-30 00:56:13.671199+00,,,
26252,50.00,rejected,2020-10-30 05:17:10.279828+00,2020-10-30 09:36:34.134492+00,3287,2020-10-30 09:36:34.12726+00,,2020-11-26 23:00:00+00,,,instant,2020-10-30 05:17:23.723631+00,,,
